country1,country2,ltrade,lgdp1,lgdp2,ldist
"Portugal","Uruguay",3.786376,26.03465,24.51897,8.677142
"Portugal","Venezuela, RB",4.716797,26.03465,26.37677,8.335638
"Portugal","Antigua and Barbuda",-1.636518,26.03465,20.92471,8.176138
"Portugal","Bahamas, The",-.9392875,26.03465,23.07536,8.300485
"Portugal","Aruba",-1.27118,26.03465,,8.337506
"Portugal","Barbados",-.6562991,26.03465,,8.190078
"Portugal","Bermuda",-.8500913,26.03465,,8.057488
"Portugal","Dominica",-5.700326,26.03465,20.04025,8.188649
"Portugal","",,26.03465,,8.85389
"Portugal","Greenland",-.0255697,26.03465,,7.822632
"Portugal","Grenada",-3.816451,26.03465,21.1897,8.232565
"Portugal","",,26.03465,,8.182394
"Portugal","",,26.03465,,8.221939
"Portugal","Guyana",2.535161,26.03465,22.06566,8.283655
"Portugal","Belize",1.578655,26.03465,21.85498,8.512394
"Portugal","Jamaica",1.906969,26.03465,23.88885,8.375359
"Portugal","",,26.03465,,8.192805
"Portugal","",,26.03465,,8.32468
"Portugal","St. Kitts and Nevis",-2.701965,26.03465,20.03685,8.186801
"Portugal","St. Lucia",-3.172494,26.03465,21.42295,8.204094
"Portugal","",-2.542952,26.03465,,7.801536
"Portugal","St. Vincent and the Grenadines",-3.429829,26.03465,20.44489,8.21261
"Portugal","Suriname",1.071847,26.03465,22.54653,8.259165
"Portugal","Trinidad and Tobago",2.162365,26.03465,24.29274,8.236797
"Portugal","Bahrain",.8539856,26.03465,24.1657,8.149257
"Portugal","Cyprus",2.484314,26.03465,23.6839,7.7203
"Portugal","Iran, Islamic Rep.",2.420647,26.03465,27.37002,8.128619
"Portugal","Iraq",4.865096,26.03465,25.81387,7.968286
"Portugal","Israel",4.69223,26.03465,26.10455,7.79985
"Portugal","Jordan",2.975358,26.03465,24.16978,7.832665
"Portugal","Kuwait",3.565515,26.03465,,8.034924
"Portugal","Lebanon",2.942083,26.03465,24.7594,7.796928
"Portugal","Oman",2.751711,26.03465,25.06968,8.291661
"Portugal","Qatar",4.404732,26.03465,25.71467,8.165047
"Portugal","Saudi Arabia",6.117261,26.03465,27.23021,8.071294
"Portugal","",,26.03465,,8.215806
"Portugal","Syrian Arab Republic",1.41316,26.03465,,7.831258
"Portugal","United Arab Emirates",4.446118,26.03465,,8.220635
"Portugal","Egypt, Arab Rep.",4.485071,26.03465,26.74781,7.755894
"Portugal","",,26.03465,,8.171724
"Portugal","Yemen, Rep.",-.3269179,26.03465,24.62759,8.231389
"Portugal","West Bank and Gaza",-1.038875,26.03465,,7.804799
"Portugal","Afghanistan",-1.786224,26.03465,24.42056,8.287851
"Portugal","Bangladesh",3.07044,26.03465,26.25545,8.625559
"Portugal","Bhutan",-7.189477,26.03465,21.97196,8.602273
"Portugal","Brunei Darussalam",-.9827673,26.03465,23.61612,8.947465
"Portugal","Myanmar",-.6011673,26.03465,,8.70741
"Portugal","Cambodia",.6946305,26.03465,24.23562,8.825852
"Portugal","Sri Lanka",1.109727,26.03465,25.39614,8.674231
"Portugal","Hong Kong SAR, China",4.818409,26.03465,26.42338,8.819185
"Portugal","India",5.844712,26.03465,29.19285,8.534044
"Portugal","Indonesia",4.267352,26.03465,27.76908,9.037447
"Portugal","Timor-Leste",,26.03465,21.294,9.092329
"Portugal","Korea, Rep.",5.291569,26.03465,27.98651,8.769418
"Portugal","Lao PDR",.7375401,26.03465,23.74945,8.789814
"Portugal","Macao SAR, China",2.377281,26.03465,24.55273,8.815965
"Portugal","Malaysia",4.259921,26.03465,26.69788,8.946479
"Portugal","Maldives",-1.906612,26.03465,21.43171,8.628454
"Portugal","Nepal",-1.883613,26.03465,24.34193,8.538811
"Portugal","Pakistan",3.945037,26.03465,26.87241,8.374187
"Portugal","Palau",,26.03465,19.59527,9.034801
"Portugal","Philippines",2.326922,26.03465,26.66062,8.933574
"Portugal","Singapore",3.956549,26.03465,26.41376,8.895107
"Portugal","Thailand",4.301169,26.03465,27.096,8.774915
"Portugal","Vietnam",4.731407,26.03465,26.37459,8.811489
"Portugal","Djibouti",-.3263886,26.03465,21.39376,8.203248
"Portugal","Algeria",6.623919,26.03465,26.19788,6.919807
"Portugal","Angola",8.060854,26.03465,25.04366,8.286821
"Portugal","Botswana",-.3149346,26.03465,23.90258,8.459189
"Portugal","Burundi",-.7243184,26.03465,22.20237,8.248385
"Portugal","Cameroon",6.100541,26.03465,24.39927,7.872683
"Portugal","Cabo Verde",4.810141,26.03465,21.4011,7.542322
"Portugal","Central African Republic",-1.034171,26.03465,21.3969,7.963102
"Portugal","Chad",1.497217,26.03465,23.5282,7.761408
"Portugal","Comoros",-1.509602,26.03465,20.40388,8.494936
"Portugal","Congo, Rep.",3.202053,26.03465,23.07759,8.055048
"Portugal","Congo, Dem. Rep.",2.287793,26.03465,23.75973,8.139584
"Portugal","Benin",1.874431,26.03465,23.23461,7.679761
"Portugal","Equatorial Guinea",4.943985,26.03465,22.9738,7.945756
"Portugal","Eritrea",-3.379118,26.03465,22.09982,8.099149
"Portugal","Ethiopia",1.568658,26.03465,25.11525,8.180206
"Portugal","Gabon",2.211415,26.03465,23.62413,8.02633
"Portugal","Gambia, The",1.421245,26.03465,21.60311,7.533854
"Portugal","Ghana",5.024713,26.03465,24.92969,7.698468
"Portugal","Guinea-Bissau",3.705549,26.03465,21.03212,7.573078
"Portugal","Guinea",1.590346,26.03465,22.92382,7.585951
"Portugal","Cote d'Ivoire",3.244685,26.03465,24.15614,7.687727
"Portugal","Kenya",1.804833,26.03465,24.74567,8.27428
"Portugal","Lesotho",-8.981237,26.03465,21.9259,8.576621
"Portugal","Liberia",-.275824,26.03465,21.6418,7.731451
"Portugal","Libya",4.312943,26.03465,25.23629,7.472573
"Portugal","Madagascar",2.537139,26.03465,23.46092,8.597968
"Portugal","Malawi",2.796579,26.03465,23.1269,8.421516
"Portugal","Mali",1.117828,26.03465,23.38799,7.359446
"Portugal","Mauritania",2.974104,26.03465,22.72289,7.219836
"Portugal","Mauritius",2.050403,26.03465,23.4033,8.682215
"Portugal","Morocco",6.224239,26.03465,25.58554,6.298928
"Portugal","Mozambique",5.395016,26.03465,23.81007,8.487179
"Portugal","Niger",-.6119544,26.03465,23.02222,7.542322
"Portugal","Nigeria",6.064923,26.03465,26.55469,7.7234
"Portugal","",,26.03465,,8.674084
"Portugal","Zimbabwe",2.653477,26.03465,22.20458,8.47224
"Portugal","Rwanda",-.0814214,26.03465,23.33461,8.226108
"Portugal","Sao Tome and Principe",3.304006,26.03465,19.58523,7.944238
"Portugal","Seychelles",-.2853746,26.03465,21.72984,8.526212
"Portugal","Senegal",3.576123,26.03465,23.71566,7.49376
"Portugal","Sierra Leone",.8936963,26.03465,22.64185,7.673177
"Portugal","Somalia",-2.665879,26.03465,,8.30103
"Portugal","Namibia",2.378448,26.03465,23.25377,8.420531
"Portugal","Sudan",1.736756,26.03465,25.06919,7.953506
"Portugal","Swaziland",3.03809,26.03465,22.31789,8.559296
"Portugal","Tanzania",2.13025,26.03465,24.82007,8.334212
"Portugal","Togo",3.126771,26.03465,22.455,7.717016
"Portugal","Tunisia",4.668688,26.03465,24.98805,6.919238
"Portugal","Uganda",2.190191,26.03465,24.51797,8.204
"Portugal","Burkina Faso",1.857739,26.03465,23.64668,7.530835
"Portugal","Zambia",2.336605,26.03465,23.90454,8.408414
"Portugal","",,26.03465,,6.980128
"Portugal","Solomon Islands",,26.03465,20.8882,9.220545
"Portugal","Faeroe Islands",.9481471,26.03465,,7.347989
"Portugal","Fiji",2.310846,26.03465,22.09642,9.298872
"Portugal","",5.253429,26.03465,,5.598725
"Portugal","Kiribati",-7.777264,26.03465,19.8197,9.169106
"Portugal","Guam",,26.03465,,9.032195
"Portugal","",-7.307261,26.03465,,9.181147
"Portugal","New Caledonia",.432444,26.03465,,9.316524
"Portugal","Vanuatu",-9.386703,26.03465,21.14191,9.284589
"Portugal","Papua New Guinea",.0924144,26.03465,23.75095,9.173172
"Portugal","",,26.03465,,8.250037
"Portugal","",-5.343651,26.03465,,9.256739
"Portugal","American Samoa",,26.03465,,9.246627
"Portugal","Samoa",,26.03465,20.97189,9.249007
"Portugal","Tonga",,26.03465,20.56982,9.293701
"Portugal","Tuvalu",,26.03465,17.24949,9.231616
"Portugal","French Polynesia",.0364081,26.03465,,9.113541
"Portugal","Armenia",1.10165,26.03465,23.61574,7.926206
"Portugal","Azerbaijan",5.439858,26.03465,25.14033,7.967082
"Portugal","Belarus",2.512721,26.03465,25.64629,7.563099
"Portugal","Albania",.4725128,26.03465,23.79271,7.29429
"Portugal","Georgia",2.421584,26.03465,24.03122,7.884815
"Portugal","Kazakhstan",5.689369,26.03465,26.13394,8.210068
"Portugal","Kyrgyz Republic",-1.240569,26.03465,23.33165,8.341247
"Portugal","Bulgaria",4.695433,26.03465,25.07472,7.448714
"Portugal","Moldova",1.569238,26.03465,23.28243,7.555166
"Portugal","Russian Federation",6.431283,26.03465,28.45276,8.399662
"Portugal","Tajikistan",-1.399123,26.03465,23.51781,8.312006
"Portugal","China",7.226263,26.03465,30.12271,8.655726
"Portugal","Turkmenistan",1.321908,26.03465,25.41346,8.164525
"Portugal","Ukraine",4.972803,26.03465,26.51741,7.628288
"Portugal","Uzbekistan",1.409085,26.03465,25.26991,8.21053
"Portugal","Cuba",3.584515,26.03465,,8.376233
"Portugal","",,26.03465,,7.204096
"Portugal","Czech Republic",5.848444,26.03465,26.19304,7.204096
"Portugal","Slovak Republic",4.847155,26.03465,25.43572,7.30772
"Portugal","",,26.03465,,7.211197
"Portugal","Estonia",3.061667,26.03465,23.92875,7.601082
"Portugal","Latvia",2.6932,26.03465,24.15716,7.553204
"Portugal","Hungary",5.392231,26.03465,25.83548,7.306296
"Portugal","Lithuania",3.915621,26.03465,24.75145,7.519328
"Portugal","Mongolia",-2.366286,26.03465,23.48296,8.56001
"Portugal","",-2.833352,26.03465,,8.739697
"Portugal","Croatia",2.643446,26.03465,24.86675,7.135334
"Portugal","Slovenia",4.085903,26.03465,24.6121,7.125459
"Portugal","Macedonia, FYR",1.893605,26.03465,23.54905,7.359035
"Portugal","Bosnia and Herzegovina",.4877658,26.03465,24.02307,7.220973
"Portugal","Poland",6.163407,26.03465,27.26712,7.368424
"Portugal","Serbia",,26.03465,24.87298,7.324176
"Portugal","Kosovo",-1.938077,26.03465,23.34484,7.324212
"Portugal","Romania",5.48636,26.03465,26.11985,7.448686
"Portugal","",,26.03465,,7.758432
"Spain","Turkey",8.420457,27.8508,27.56732,7.630889
"Spain","",,27.8508,,7.174671
"Spain","Australia",7.102358,27.8508,27.59781,9.1919
"Spain","New Zealand",4.996029,27.8508,25.56404,9.416901
"Spain","South Africa",7.032044,27.8508,26.72678,8.534696
"Spain","Argentina",7.24504,27.8508,,8.76025
"Spain","Bolivia",4.67362,27.8508,24.51305,8.62079
"Spain","Brazil",8.180148,27.8508,28.22175,8.463951
"Spain","Chile",7.252988,27.8508,26.22287,8.77276
"Spain","Colombia",7.336457,27.8508,26.68311,8.492044
"Spain","Costa Rica",4.99193,27.8508,24.80505,8.564297
"Spain","Dominican Republic",5.30757,27.8508,25.48104,8.332676
"Spain","Ecuador",6.483886,27.8508,25.38836,8.60045
"Spain","El Salvador",4.35201,27.8508,24.40613,8.58199
"Spain","Guatemala",4.93111,27.8508,25.23531,8.58164
"Spain","Haiti",2.384836,27.8508,23.36568,8.354676
"Spain","Honduras",3.999328,27.8508,24.1789,8.548323
"Spain","Mexico",8.488305,27.8508,28.02359,8.630998
"Spain","Nicaragua",4.090585,27.8508,23.41662,8.549582
"Spain","Panama",5.459379,27.8508,24.60495,8.531734
"Spain","Paraguay",5.102287,27.8508,24.12724,8.62361
"Spain","Peru",7.028889,27.8508,26.26739,8.6532
"Spain","Uruguay",5.314267,27.8508,24.51897,8.704545
"Spain","Venezuela, RB",7.118946,27.8508,26.37677,8.385754
"Spain","Antigua and Barbuda",-.5872667,27.8508,20.92471,8.234843
"Spain","Bahamas, The",3.213881,27.8508,23.07536,8.350297
"Spain","Aruba",1.47935,27.8508,,8.387645
"Spain","Barbados",1.250502,27.8508,,8.247804
"Spain","Bermuda",2.738352,27.8508,,8.119693
"Spain","Dominica",-2.384087,27.8508,20.04025,8.246637
"Spain","",4.136491,27.8508,,8.873294
"Spain","Greenland",-1.800797,27.8508,,7.8341
"Spain","Grenada",-1.815881,27.8508,21.1897,8.288002
"Spain","",,27.8508,,8.240747
"Spain","",,27.8508,,8.275302
"Spain","Guyana",1.078333,27.8508,22.06566,8.33532
"Spain","Belize",2.471457,27.8508,21.85498,8.552594
"Spain","Jamaica",2.58771,27.8508,23.88885,8.422633
"Spain","",,27.8508,,8.25053
"Spain","",,27.8508,,8.375478
"Spain","St. Kitts and Nevis",.117604,27.8508,20.03685,8.244882
"Spain","St. Lucia",-1.447398,27.8508,21.42295,8.261162
"Spain","",-.6993444,27.8508,,7.869095
"Spain","St. Vincent and the Grenadines",-1.06065,27.8508,20.44489,8.269178
"Spain","Suriname",1.242843,27.8508,22.54653,8.311332
"Spain","Trinidad and Tobago",5.946429,27.8508,24.29274,8.291884
"Spain","Bahrain",4.419298,27.8508,24.1657,8.085727
"Spain","Cyprus",4.799698,27.8508,23.6839,7.620538
"Spain","Iran, Islamic Rep.",5.381227,27.8508,27.37002,8.063115
"Spain","Iraq",6.539706,27.8508,25.81387,7.891021
"Spain","Israel",6.984909,27.8508,26.10455,7.709229
"Spain","Jordan",4.788953,27.8508,24.16978,7.745092
"Spain","Kuwait",5.177276,27.8508,,7.963208
"Spain","Lebanon",5.363768,27.8508,24.7594,7.704947
"Spain","Oman",5.272869,27.8508,25.06968,8.236977
"Spain","Qatar",6.635545,27.8508,25.71467,8.102564
"Spain","Saudi Arabia",8.32261,27.8508,27.23021,8.003484
"Spain","",,27.8508,,8.161987
"Spain","Syrian Arab Republic",2.642921,27.8508,,7.742137
"Spain","United Arab Emirates",6.878447,27.8508,,8.161621
"Spain","Egypt, Arab Rep.",6.940815,27.8508,26.74781,7.666252
"Spain","",,27.8508,,8.114471
"Spain","Yemen, Rep.",3.20892,27.8508,24.62759,8.176534
"Spain","West Bank and Gaza",1.780057,27.8508,,7.71432
"Spain","Afghanistan",2.298444,27.8508,24.42056,8.232797
"Spain","Bangladesh",6.338201,27.8508,26.25545,8.587265
"Spain","Bhutan",-2.767963,27.8508,21.97196,8.563618
"Spain","Brunei Darussalam",.2373405,27.8508,23.61612,8.920083
"Spain","Myanmar",3.277885,27.8508,,8.672712
"Spain","Cambodia",4.756881,27.8508,24.23562,8.794779
"Spain","Sri Lanka",3.752602,27.8508,25.39614,8.636985
"Spain","Hong Kong SAR, China",6.768394,27.8508,26.42338,8.790482
"Spain","India",7.55874,27.8508,29.19285,8.490884
"Spain","Indonesia",6.895344,27.8508,27.76908,9.012101
"Spain","Timor-Leste",,27.8508,21.294,9.068501
"Spain","Korea, Rep.",7.238669,27.8508,27.98651,8.745654
"Spain","Lao PDR",1.55843,27.8508,23.74945,8.758174
"Spain","Macao SAR, China",2.39867,27.8508,24.55273,8.787042
"Spain","Malaysia",6.050093,27.8508,26.69788,8.918706
"Spain","Maldives",1.18728,27.8508,21.43171,8.590384
"Spain","Nepal",1.077102,27.8508,24.34193,8.49695
"Spain","Pakistan",5.722824,27.8508,26.87241,8.323741
"Spain","Palau",,27.8508,19.59527,9.013293
"Spain","Philippines",5.372331,27.8508,26.66062,8.907922
"Spain","Singapore",6.372766,27.8508,26.41376,8.865308
"Spain","Thailand",6.413714,27.8508,27.096,8.741933
"Spain","Vietnam",6.98414,27.8508,26.37459,8.780404
"Spain","Djibouti",1.966895,27.8508,21.39376,8.150129
"Spain","Algeria",8.835437,27.8508,26.19788,6.823234
"Spain","Angola",7.220884,27.8508,25.04366,8.268475
"Spain","Botswana",-.0256599,27.8508,23.90258,8.442872
"Spain","Burundi",-.6942624,27.8508,22.20237,8.214013
"Spain","Cameroon",5.764513,27.8508,24.39927,7.842731
"Spain","Cabo Verde",3.674946,27.8508,21.4011,7.623282
"Spain","Central African Republic",.4552252,27.8508,21.3969,7.919882
"Spain","Chad",1.564565,27.8508,23.5282,7.701738
"Spain","Comoros",-.3696818,27.8508,20.40388,8.463932
"Spain","Congo, Rep.",4.44735,27.8508,23.07759,8.030091
"Spain","Congo, Dem. Rep.",4.401025,27.8508,23.75973,8.103913
"Spain","Benin",3.512213,27.8508,23.23461,7.668197
"Spain","Equatorial Guinea",6.433224,27.8508,22.9738,7.924709
"Spain","Eritrea",-.1888395,27.8508,22.09982,8.040015
"Spain","Ethiopia",3.462189,27.8508,25.11525,8.130339
"Spain","Gabon",5.701714,27.8508,23.62413,8.005759
"Spain","Gambia, The",2.284927,27.8508,21.60311,7.592327
"Spain","Ghana",5.189054,27.8508,24.92969,7.701401
"Spain","Guinea-Bissau",1.775734,27.8508,21.03212,7.623111
"Spain","Guinea",4.580323,27.8508,22.92382,7.617926
"Spain","Cote d'Ivoire",5.297288,27.8508,24.15614,7.700233
"Spain","Kenya",4.127819,27.8508,24.74567,8.232681
"Spain","Lesotho",-1.93372,27.8508,21.9259,8.561827
"Spain","Liberia",4.103163,27.8508,21.6418,7.756401
"Spain","Libya",7.156781,27.8508,25.23629,7.373995
"Spain","Madagascar",3.967566,27.8508,23.46092,8.571611
"Spain","Malawi",1.545633,27.8508,23.1269,8.394437
"Spain","Mali",2.976487,27.8508,23.38799,7.369601
"Spain","Mauritania",4.815113,27.8508,22.72289,7.285385
"Spain","Mauritius",4.89103,27.8508,23.4033,8.65461
"Spain","Morocco",8.441454,27.8508,25.58554,6.318614
"Spain","Mozambique",4.937736,27.8508,23.81007,8.463109
"Spain","Niger",1.609325,27.8508,23.02222,7.498896
"Spain","Nigeria",8.078479,27.8508,26.55469,7.694778
"Spain","",,27.8508,,8.647097
"Spain","Zimbabwe",2.216478,27.8508,22.20458,8.451496
"Spain","Rwanda",.1880243,27.8508,23.33461,8.190087
"Spain","Sao Tome and Principe",-.4392265,27.8508,19.58523,7.929566
"Spain","Seychelles",4.313879,27.8508,21.72984,8.489317
"Spain","Senegal",5.105762,27.8508,23.71566,7.546072
"Spain","Sierra Leone",2.264831,27.8508,22.64185,7.706189
"Spain","Somalia",-1.107044,27.8508,,8.251458
"Spain","Namibia",4.833775,27.8508,23.25377,8.408807
"Spain","Sudan",3.051392,27.8508,25.06919,7.891424
"Spain","Swaziland",3.121623,27.8508,22.31789,8.541645
"Spain","Tanzania",3.404892,27.8508,24.82007,8.300395
"Spain","Togo",4.88298,27.8508,22.455,7.710155
"Spain","Tunisia",6.654275,27.8508,24.98805,6.716775
"Spain","Uganda",3.157024,27.8508,24.51797,8.163692
"Spain","Burkina Faso",3.063885,27.8508,23.64668,7.532064
"Spain","Zambia",2.982161,27.8508,23.90454,8.384262
"Spain","",,27.8508,,7.0816
"Spain","Solomon Islands",.39441,27.8508,20.8882,9.207923
"Spain","Faeroe Islands",.6032348,27.8508,,7.328564
"Spain","Fiji",.0203864,27.8508,22.09642,9.296594
"Spain","",7.108519,27.8508,,5.611657
"Spain","Kiribati",1.245227,27.8508,19.8197,9.164923
"Spain","Guam",-.8248225,27.8508,,9.014671
"Spain","",-5.096243,27.8508,,9.173427
"Spain","New Caledonia",3.545715,27.8508,,9.30586
"Spain","Vanuatu",-2.418622,27.8508,21.14191,9.275939
"Spain","Papua New Guinea",4.213155,27.8508,23.75095,9.155416
"Spain","",.6160195,27.8508,,8.258668
"Spain","",-6.054498,27.8508,,9.260835
"Spain","American Samoa",-1.196625,27.8508,,9.255061
"Spain","Samoa",-2.314224,27.8508,20.97189,9.25579
"Spain","Tonga",.4906209,27.8508,20.56982,9.300268
"Spain","Tuvalu",-4.216218,27.8508,17.24949,9.230981
"Spain","French Polynesia",1.804467,27.8508,,9.134314
"Spain","Armenia",3.396068,27.8508,23.61574,7.846228
"Spain","Azerbaijan",4.3956,27.8508,25.14033,7.890787
"Spain","Belarus",4.947399,27.8508,25.64629,7.463664
"Spain","Albania",4.690576,27.8508,23.79271,7.136608
"Spain","Georgia",4.123429,27.8508,24.03122,7.801984
"Spain","Kazakhstan",6.874194,27.8508,26.13394,8.156075
"Spain","Kyrgyz Republic",1.325605,27.8508,23.33165,8.292096
"Spain","Bulgaria",6.932205,27.8508,25.07472,7.316728
"Spain","Moldova",3.224786,27.8508,23.28243,7.44228
"Spain","Russian Federation",8.577974,27.8508,28.45276,8.366933
"Spain","Tajikistan",-.2036046,27.8508,23.51781,8.260187
"Spain","China",9.237226,27.8508,30.12271,8.622837
"Spain","Turkmenistan",3.601861,27.8508,25.41346,8.103229
"Spain","Ukraine",6.691247,27.8508,26.51741,7.526664
"Spain","Uzbekistan",2.397166,27.8508,25.26991,8.15283
"Spain","Cuba",6.333976,27.8508,,8.42255
"Spain","",,27.8508,,7.057294
"Spain","Czech Republic",7.765504,27.8508,26.19304,7.057294
"Spain","Slovak Republic",6.889932,27.8508,25.43572,7.168237
"Spain","",,27.8508,,7.083857
"Spain","Estonia",4.826485,27.8508,23.92875,7.522157
"Spain","Latvia",4.882932,27.8508,24.15716,7.465381
"Spain","Hungary",7.444139,27.8508,25.83548,7.161017
"Spain","Lithuania",6.157448,27.8508,24.75145,7.426201
"Spain","Mongolia",2.038128,27.8508,23.48296,8.527218
"Spain","",-.3729408,27.8508,,8.715808
"Spain","Croatia",5.039495,27.8508,24.86675,6.956245
"Spain","Slovenia",5.991408,27.8508,24.6121,6.947962
"Spain","Macedonia, FYR",3.672429,27.8508,23.54905,7.212544
"Spain","Bosnia and Herzegovina",3.730706,27.8508,24.02307,7.054073
"Spain","Poland",8.283106,27.8508,27.26712,7.248903
"Spain","Serbia",,27.8508,24.87298,7.174671
"Spain","Kosovo",2.175827,27.8508,23.34484,7.172774
"Spain","Romania",7.273568,27.8508,26.11985,7.320832
"Spain","",,27.8508,,7.680021
"Turkey","",,27.56732,,6.684772
"Turkey","Australia",6.522745,27.56732,27.59781,8.956724
"Turkey","New Zealand",4.297399,27.56732,25.56404,9.236828
"Turkey","South Africa",6.747787,27.56732,26.72678,8.464869
"Turkey","Argentina",5.717976,27.56732,,8.995571
"Turkey","Bolivia",2.021189,27.56732,24.51305,8.918486
"Turkey","Brazil",6.862796,27.56732,28.22175,8.801303
"Turkey","Chile",5.574511,27.56732,26.22287,9.021693
"Turkey","Colombia",5.81037,27.56732,26.68311,8.84457
"Turkey","Costa Rica",3.876573,27.56732,24.80505,8.889729
"Turkey","Dominican Republic",3.27727,27.56732,25.48104,8.729795
"Turkey","Ecuador",4.639962,27.56732,25.38836,8.921903
"Turkey","El Salvador",.4446761,27.56732,24.40613,8.894706
"Turkey","Guatemala",2.762018,27.56732,25.23531,8.891011
"Turkey","Haiti",2.444647,27.56732,23.36568,8.743455
"Turkey","Honduras",1.688531,27.56732,24.1789,8.87134
"Turkey","Mexico",6.123653,27.56732,28.02359,8.898476
"Turkey","Nicaragua",1.208124,27.56732,23.41662,8.875728
"Turkey","Panama",4.43279,27.56732,24.60495,8.869403
"Turkey","Paraguay",4.826681,27.56732,24.12724,8.90187
"Turkey","Peru",5.133776,27.56732,26.26739,8.95754
"Turkey","Uruguay",4.145044,27.56732,24.51897,8.941292
"Turkey","Venezuela, RB",4.708016,27.56732,26.37677,8.770968
"Turkey","Antigua and Barbuda",1.753354,27.56732,20.92471,8.67038
"Turkey","Bahamas, The",4.073929,27.56732,23.07536,8.731019
"Turkey","Aruba",-1.098747,27.56732,,8.771262
"Turkey","Barbados",.2001485,27.56732,,8.679201
"Turkey","Bermuda",1.727546,27.56732,,8.57758
"Turkey","Dominica",.0891307,27.56732,20.04025,8.678451
"Turkey","",,27.56732,,9.036942
"Turkey","Greenland",-2.803896,27.56732,,8.118731
"Turkey","Grenada",-.5916842,27.56732,21.1897,8.705571
"Turkey","",,27.56732,,8.674449
"Turkey","",,27.56732,,8.687653
"Turkey","Guyana",1.978818,27.56732,22.06566,8.733378
"Turkey","Belize",2.21197,27.56732,21.85498,8.869274
"Turkey","Jamaica",2.766387,27.56732,23.88885,8.786897
"Turkey","",,27.56732,,8.681079
"Turkey","",2.887973,27.56732,,8.763399
"Turkey","St. Kitts and Nevis",1.761174,27.56732,20.03685,8.676556
"Turkey","St. Lucia",-.7452506,27.56732,21.42295,8.688026
"Turkey","",-2.814154,27.56732,,8.384706
"Turkey","St. Vincent and the Grenadines",2.37019,27.56732,20.44489,8.693258
"Turkey","Suriname",.2456193,27.56732,22.54653,8.71439
"Turkey","Trinidad and Tobago",3.015351,27.56732,24.29274,8.707893
"Turkey","Bahrain",5.053829,27.56732,24.1657,7.147177
"Turkey","Cyprus",.5514125,27.56732,23.6839,5.694298
"Turkey","Iran, Islamic Rep.",8.69944,27.56732,27.37002,7.019169
"Turkey","Iraq",8.578707,27.56732,25.81387,6.477594
"Turkey","Israel",7.640046,27.56732,26.10455,6.249379
"Turkey","Jordan",5.858859,27.56732,24.16978,6.318742
"Turkey","Kuwait",5.574775,27.56732,,6.798172
"Turkey","Lebanon",6.076294,27.56732,24.7594,5.884673
"Turkey","Oman",5.391959,27.56732,25.06968,7.495049
"Turkey","Qatar",5.590003,27.56732,25.71467,7.189281
"Turkey","Saudi Arabia",7.701102,27.56732,27.23021,7.027894
"Turkey","",,27.56732,,7.555701
"Turkey","Syrian Arab Republic",6.183921,27.56732,,5.773536
"Turkey","United Arab Emirates",8.375585,27.56732,,7.324715
"Turkey","Egypt, Arab Rep.",7.630586,27.56732,26.74781,6.776158
"Turkey","",,27.56732,,7.4488
"Turkey","Yemen, Rep.",5.585179,27.56732,24.62759,7.514287
"Turkey","West Bank and Gaza",3.469566,27.56732,,6.180438
"Turkey","Afghanistan",4.651456,27.56732,24.42056,7.448114
"Turkey","Bangladesh",6.085706,27.56732,26.25545,8.114781
"Turkey","Bhutan",-3.013946,27.56732,21.97196,8.085862
"Turkey","Brunei Darussalam",1.130572,27.56732,23.61612,8.605371
"Turkey","Myanmar",2.657068,27.56732,,8.254898
"Turkey","Cambodia",3.515295,27.56732,24.23562,8.429611
"Turkey","Sri Lanka",3.961936,27.56732,25.39614,8.189724
"Turkey","Hong Kong SAR, China",5.909523,27.56732,26.42338,8.454636
"Turkey","India",7.824722,27.56732,29.19285,7.940748
"Turkey","Indonesia",6.968814,27.56732,27.76908,8.725845
"Turkey","Timor-Leste",-2.801303,27.56732,21.294,8.80109
"Turkey","Korea, Rep.",7.902178,27.56732,27.98651,8.474152
"Turkey","Lao PDR",1.290906,27.56732,23.74945,8.384073
"Turkey","Macao SAR, China",2.337189,27.56732,24.55273,8.448407
"Turkey","Malaysia",6.299969,27.56732,26.69788,8.600084
"Turkey","Maldives",.9709713,27.56732,21.43171,8.139654
"Turkey","Nepal",1.875311,27.56732,24.34193,7.966702
"Turkey","Pakistan",5.705565,27.56732,26.87241,7.635506
"Turkey","Palau",,27.56732,19.59527,8.762187
"Turkey","Philippines",4.608263,27.56732,26.66062,8.610624
"Turkey","Singapore",5.929239,27.56732,26.41376,8.521611
"Turkey","Thailand",6.424682,27.56732,27.096,8.349992
"Turkey","Vietnam",6.564863,27.56732,26.37459,8.414248
"Turkey","Djibouti",3.389825,27.56732,21.39376,7.580704
"Turkey","Algeria",7.353408,27.56732,26.19788,7.59011
"Turkey","Angola",4.781765,27.56732,25.04366,8.218502
"Turkey","Botswana",.8740436,27.56732,23.90258,8.359039
"Turkey","Burundi",.2930478,27.56732,22.20237,7.98947
"Turkey","Cameroon",4.143191,27.56732,24.39927,7.897473
"Turkey","Cabo Verde",1.822504,27.56732,21.4011,8.260659
"Turkey","Central African Republic",.5658088,27.56732,21.3969,7.772098
"Turkey","Chad",2.322026,27.56732,23.5282,7.55965
"Turkey","Comoros",1.516213,27.56732,20.40388,8.183226
