country1,country2,ltrade,lgdp1,lgdp2,ldist
"United States","United Kingdom",10.53018,30.25378,28.40305,8.373431
"United States","Austria",8.536859,30.25378,26.51754,8.544995
"United States","Belgium-Luxembourg",10.01962,30.25378,26.75993,8.446526
"United States","Denmark",8.204174,30.25378,25.9677,8.447253
"United States","France",10.27665,30.25378,28.36141,8.469217
"United States","Germany",11.02175,30.25378,28.70177,8.482822
"United States","Italy",9.978699,30.25378,28.1387,8.579779
"United States","Netherlands",10.13161,30.25378,27.17295,8.446342
"United States","Norway",8.445566,30.25378,26.23726,8.395908
"United States","Sweden",8.61831,30.25378,26.57867,8.425399
"United States","Switzerland",9.895441,30.25378,26.49484,8.508967
"United States","Canada",12.47187,30.25378,27.92483,7.326815
"United States","Japan",11.36139,30.25378,29.05393,8.736323
"United States","Finland",7.928968,30.25378,25.89052,8.462098
"United States","Greece",6.544318,30.25378,26.13842,8.674458
"United States","Iceland",5.762449,30.25378,23.24902,8.177095
"United States","Ireland",9.530899,30.25378,25.85234,8.328489
"United States","Malta",5.313035,30.25378,22.97927,8.650475
"United States","Portugal",7.318853,30.25378,26.03465,8.428039
"United States","Spain",9.080242,30.25378,27.8508,8.463054
"United States","Turkey",8.956997,30.25378,27.56732,8.748031
"United States","",,30.25378,,8.62488
"United States","Australia",9.607299,30.25378,27.59781,9.15376
"United States","New Zealand",7.969378,30.25378,25.56404,8.963037
"United States","South Africa",8.794525,30.25378,26.72678,9.107792
"United States","Argentina",8.650781,30.25378,,8.59403
"United States","Bolivia",6.86481,30.25378,24.51305,8.372037
"United States","Brazil",10.26153,30.25378,28.22175,8.360896
"United States","Chile",9.330989,30.25378,26.22287,8.513676
"United States","Colombia",9.667287,30.25378,26.68311,7.946234
"United States","Costa Rica",8.983011,30.25378,24.80505,7.646519
"United States","Dominican Republic",8.491353,30.25378,25.48104,7.626929
"United States","Ecuador",8.978416,30.25378,25.38836,8.015415
"United States","El Salvador",7.855751,30.25378,24.40613,7.461328
"United States","Guatemala",8.346068,30.25378,25.23531,7.381504
"United States","Haiti",6.781438,30.25378,23.36568,7.587515
"United States","Honduras",8.067117,30.25378,24.1789,7.445051
"United States","Mexico",12.26498,30.25378,28.02359,6.981336
"United States","Nicaragua",7.331078,30.25378,23.41662,7.536803
"United States","Panama",8.019077,30.25378,24.60495,7.724391
"United States","Paraguay",6.525928,30.25378,24.12724,8.49884
"United States","Peru",8.910274,30.25378,26.26739,8.182652
"United States","Uruguay",6.848948,30.25378,24.51897,8.623508
"United States","Venezuela, RB",9.833794,30.25378,26.37677,7.947982
"United States","Antigua and Barbuda",4.172263,30.25378,20.92471,7.851423
"United States","Bahamas, The",7.505196,30.25378,23.07536,7.349339
"United States","Aruba",5.870713,30.25378,,7.791227
"United States","Barbados",5.399676,30.25378,,7.959195
"United States","Bermuda",5.561897,30.25378,,7.523417
"United States","Dominica",3.5622,30.25378,20.04025,7.889004
"United States","",1.824943,30.25378,,8.795166
"United States","Greenland",2.516551,30.25378,,8.020516
"United States","Grenada",3.823615,30.25378,21.1897,7.941125
"United States","",,30.25378,,7.869705
"United States","",,30.25378,,8.195398
"United States","Guyana",5.791762,30.25378,22.06566,8.100265
"United States","Belize",5.058532,30.25378,21.85498,7.324012
"United States","Jamaica",6.949824,30.25378,23.88885,7.494928
"United States","",,30.25378,,7.908125
"United States","",6.627907,30.25378,,7.817737
"United States","St. Kitts and Nevis",4.606495,30.25378,20.03685,7.827847
"United States","St. Lucia",5.644143,30.25378,21.42295,7.919374
"United States","",-1.89116,30.25378,,7.66526
"United States","St. Vincent and the Grenadines",3.741196,30.25378,20.44489,7.929238
"United States","Suriname",5.509349,30.25378,22.54653,8.155876
"United States","Trinidad and Tobago",8.211704,30.25378,24.29274,7.971511
"United States","Bahrain",6.558121,30.25378,24.1657,8.926685
"United States","Cyprus",4.18939,30.25378,23.6839,8.772524
"United States","Iran, Islamic Rep.",4.932019,30.25378,27.37002,8.884487
"United States","Iraq",8.736879,30.25378,25.81387,8.841973
"United States","Israel",9.477635,30.25378,26.10455,8.811105
"United States","Jordan",7.110395,30.25378,24.16978,8.821669
"United States","Kuwait",8.736131,30.25378,,8.87898
"United States","Lebanon",6.198291,30.25378,24.7594,8.797076
"United States","Oman",6.95296,30.25378,25.06968,8.988913
"United States","Qatar",7.718051,30.25378,25.71467,8.933334
"United States","Saudi Arabia",10.28159,30.25378,27.23021,8.912651
"United States","",,30.25378,,9.004958
"United States","Syrian Arab Republic",2.849213,30.25378,,8.797723
"United States","United Arab Emirates",9.368808,30.25378,,8.955146
"United States","Egypt, Arab Rep.",7.985789,30.25378,26.74781,8.821357
"United States","",,30.25378,,8.981955
"United States","Yemen, Rep.",5.539448,30.25378,24.62759,9.001871
"United States","West Bank and Gaza",.938469,30.25378,,8.809533
"United States","Afghanistan",6.457789,30.25378,24.42056,8.907412
"United States","Bangladesh",7.712194,30.25378,26.25545,9.001841
"United States","Bhutan",.2161869,30.25378,21.97196,8.971393
"United States","Brunei Darussalam",5.53207,30.25378,23.61612,9.088784
"United States","Myanmar",4.334297,30.25378,,9.007889
"United States","Cambodia",7.245266,30.25378,24.23562,9.062327
"United States","Sri Lanka",7.028334,30.25378,25.39614,9.139095
"United States","Hong Kong SAR, China",10.12814,30.25378,26.42338,8.961614
"United States","India",10.18021,30.25378,29.19285,9.035882
"United States","Indonesia",9.311387,30.25378,27.76908,9.123631
"United States","Timor-Leste",-.4840222,30.25378,21.294,9.114378
"United States","Korea, Rep.",10.6828,30.25378,27.98651,8.782645
"United States","Lao PDR",3.139943,30.25378,23.74945,9.024147
"United States","Macao SAR, China",5.347313,30.25378,24.55273,8.964493
"United States","Malaysia",9.661992,30.25378,26.69788,9.110628
"United States","Maldives",3.067997,30.25378,21.43171,9.159343
"United States","Nepal",3.826922,30.25378,24.34193,8.970246
"United States","Pakistan",7.70329,30.25378,26.87241,8.942945
"United States","Palau",,30.25378,19.59527,8.969895
"United States","Philippines",8.837364,30.25378,26.66062,8.9986
"United States","Singapore",10.05914,30.25378,26.41376,9.148231
"United States","Thailand",9.666701,30.25378,27.096,9.059613
"United States","Vietnam",9.402633,30.25378,26.37459,9.036826
"United States","Djibouti",4.318079,30.25378,21.39376,9.004416
"United States","Algeria",8.00949,30.25378,26.19788,8.620074
"United States","Angola",8.330754,30.25378,25.04366,9.002035
"United States","Botswana",5.016197,30.25378,23.90258,9.081188
"United States","Burundi",2.204638,30.25378,22.20237,9.027633
"United States","Cameroon",5.686508,30.25378,24.39927,8.849217
"United States","Cabo Verde",1.595934,30.25378,21.4011,8.438395
"United States","Central African Republic",1.070969,30.25378,21.3969,8.906817
"United States","Chad",6.913721,30.25378,23.5282,8.839671
"United States","Comoros",.9904136,30.25378,20.40388,9.153569
"United States","Congo, Rep.",6.341933,30.25378,23.07759,8.914495
"United States","Congo, Dem. Rep.",4.655598,30.25378,23.75973,8.97627
"United States","Benin",5.591724,30.25378,23.23461,8.748652
"United States","Equatorial Guinea",6.543981,30.25378,22.9738,8.85957
"United States","Eritrea",1.534504,30.25378,22.09982,8.960093
"United States","Ethiopia",5.937091,30.25378,25.11525,9.002938
"United States","Gabon",6.343494,30.25378,23.62413,8.890994
"United States","Gambia, The",2.769918,30.25378,21.60311,8.542108
"United States","Ghana",6.392797,30.25378,24.92969,8.722601
"United States","Guinea-Bissau",1.433143,30.25378,21.03212,8.569985
"United States","Guinea",4.347129,30.25378,22.92382,8.627464
"United States","Cote d'Ivoire",6.170343,30.25378,24.15614,8.695973
"United States","Kenya",6.141839,30.25378,24.74567,9.047256
"United States","Lesotho",4.994428,30.25378,21.9259,9.135988
"United States","Liberia",4.745351,30.25378,21.6418,8.665391
"United States","Libya",7.236373,30.25378,25.23629,8.753021
"United States","Madagascar",4.609655,30.25378,23.46092,9.204339
"United States","Malawi",3.979792,30.25378,23.1269,9.103733
"United States","Mali",3.155695,30.25378,23.38799,8.639845
"United States","Mauritania",5.080843,30.25378,22.72289,8.538599
"United States","Mauritius",4.966341,30.25378,23.4033,9.256306
"United States","Morocco",7.360235,30.25378,25.58554,8.515849
"United States","Mozambique",5.103407,30.25378,23.81007,9.131295
"United States","Niger",3.056904,30.25378,23.02222,8.750555
"United States","Nigeria",8.927193,30.25378,26.55469,8.792087
"United States","",,30.25378,,9.251166
"United States","Zimbabwe",3.191183,30.25378,22.20458,9.109388
"United States","Rwanda",3.040625,30.25378,23.33461,9.019082
"United States","Sao Tome and Principe",-.0120505,30.25378,19.58523,8.842888
"United States","Seychelles",2.043908,30.25378,21.72984,9.16375
"United States","Senegal",4.525744,30.25378,23.71566,8.564683
"United States","Sierra Leone",3.969158,30.25378,22.64185,8.631619
"United States","Somalia",1.990737,30.25378,,9.04175
"United States","Namibia",5.280691,30.25378,23.25377,9.036957
"United States","Sudan",3.817679,30.25378,25.06919,8.910495
"United States","Swaziland",3.536279,30.25378,22.31789,9.143358
"United States","Tanzania",5.353161,30.25378,24.82007,9.07093
"United States","Togo",6.058359,30.25378,22.455,8.749812
"United States","Tunisia",6.360952,30.25378,24.98805,8.622973
"United States","Uganda",4.294847,30.25378,24.51797,9.013385
"United States","Burkina Faso",3.599842,30.25378,23.64668,8.687239
"United States","Zambia",4.085859,30.25378,23.90454,9.087137
"United States","",,30.25378,,8.492767
"United States","Solomon Islands",2.0295,30.25378,20.8882,8.896887
"United States","Faeroe Islands",4.010294,30.25378,,8.278405
"United States","Fiji",4.623094,30.25378,22.09642,8.833708
"United States","",7.419855,30.25378,,8.479704
"United States","Kiribati",1.202007,30.25378,19.8197,8.724178
"United States","Guam",,30.25378,,8.865411
"United States","",-.632225,30.25378,,8.789243
"United States","New Caledonia",4.096214,30.25378,,8.923102
"United States","Vanuatu",2.823295,30.25378,21.14191,8.882442
"United States","Papua New Guinea",4.834105,30.25378,23.75095,8.970946
"United States","",1.491345,30.25378,,8.846562
"United States","",-.9641736,30.25378,,8.7326
"United States","American Samoa",,30.25378,,8.687753
"United States","Samoa",2.660926,30.25378,20.97189,8.701984
"United States","Tonga",2.220266,30.25378,20.56982,8.769341
"United States","Tuvalu",-1.419256,30.25378,17.24949,8.745105
"United States","French Polynesia",4.221581,30.25378,,8.432638
"United States","Armenia",4.48054,30.25378,23.61574,8.783609
"United States","Azerbaijan",6.396782,30.25378,25.14033,8.788485
"United States","Belarus",5.216168,30.25378,25.64629,8.581928
"United States","Albania",3.735582,30.25378,23.79271,8.644528
"United States","Georgia",5.49803,30.25378,24.03122,8.759013
"United States","Kazakhstan",6.967066,30.25378,26.13394,8.766369
"United States","Kyrgyz Republic",3.874964,30.25378,23.33165,8.845879
"United States","Bulgaria",5.719927,30.25378,25.07472,8.658071
"United States","Moldova",3.670191,30.25378,23.28243,8.644202
"United States","Russian Federation",9.53695,30.25378,28.45276,8.628588
"United States","Tajikistan",3.144312,30.25378,23.51781,8.861178
"United States","China",12.32838,30.25378,30.12271,8.880453
"United States","Turkmenistan",4.84868,30.25378,25.41346,8.83127
"United States","Ukraine",7.235266,30.25378,26.51741,8.640738
"United States","Uzbekistan",5.075779,30.25378,25.26991,8.830382
"United States","Cuba",5.755434,30.25378,,7.327926
"United States","",,30.25378,,8.538646
"United States","Czech Republic",7.754401,30.25378,26.19304,8.538646
"United States","Slovak Republic",6.46404,30.25378,25.43572,8.573991
"United States","",,30.25378,,8.500192
"United States","Estonia",5.492089,30.25378,23.92875,8.512725
"United States","Latvia",5.349106,30.25378,24.15716,8.527405
"United States","Hungary",7.523761,30.25378,25.83548,8.592038
"United States","Lithuania",6.627485,30.25378,24.75145,8.531847
"United States","Mongolia",4.879391,30.25378,23.48296,8.774288
"United States","",1.766271,30.25378,,8.758131
"United States","Croatia",5.703603,30.25378,24.86675,8.578646
"United States","Slovenia",6.002897,30.25378,24.6121,8.568027
"United States","Macedonia, FYR",3.903573,30.25378,23.54905,8.650086
"United States","Bosnia and Herzegovina",3.690718,30.25378,24.02307,8.605543
"United States","Poland",8.060307,30.25378,27.26712,8.546773
"United States","Serbia",,30.25378,24.87298,8.62488
"United States","Kosovo",1.834834,30.25378,23.34484,8.637269
"United States","Romania",6.798692,30.25378,26.11985,8.63116
"United States","",,30.25378,,8.598529
"United Kingdom","Austria",8.002615,28.40305,26.51754,6.697655
"United Kingdom","Belgium-Luxembourg",10.07302,28.40305,26.75993,5.810288
"United Kingdom","Denmark",8.660227,28.40305,25.9677,6.202211
"United Kingdom","France",10.29876,28.40305,28.36141,6.362286
"United Kingdom","Germany",11.01227,28.40305,28.70177,6.225741
"United Kingdom","Italy",9.66369,28.40305,28.1387,6.93055
"United Kingdom","Netherlands",10.56708,28.40305,27.17295,5.81733
"United Kingdom","Norway",9.572516,28.40305,26.23726,6.55515
"United Kingdom","Sweden",9.051891,28.40305,26.57867,6.717568
"United Kingdom","Switzerland",9.94853,28.40305,26.49484,6.479131
"United Kingdom","Canada",9.070744,28.40305,27.92483,8.078811
"United Kingdom","Japan",8.807603,28.40305,29.05393,8.660299
"United Kingdom","Finland",7.878529,28.40305,25.89052,7.086078
"United Kingdom","Greece",7.030818,28.40305,26.13842,7.330337
"United Kingdom","Iceland",5.691687,28.40305,23.24902,6.843401
"United Kingdom","Ireland",9.857328,28.40305,25.85234,5.543814
"United Kingdom","Malta",5.679808,28.40305,22.97927,7.302777
"United Kingdom","Portugal",7.719084,28.40305,26.03465,6.94602
"United Kingdom","Spain",9.561303,28.40305,27.8508,6.877783
"United Kingdom","Turkey",8.734466,28.40305,27.56732,7.604151
"United Kingdom","",,28.40305,,7.123041
"United Kingdom","Australia",8.256331,28.40305,27.59781,9.157937
"United Kingdom","New Zealand",6.783757,28.40305,25.56404,9.350468
"United Kingdom","South Africa",8.044794,28.40305,26.72678,8.688397
"United Kingdom","Argentina",6.359297,28.40305,,8.868078
"United Kingdom","Bolivia",3.939824,28.40305,24.51305,8.721968
"United Kingdom","Brazil",8.045706,28.40305,28.22175,8.590839
"United Kingdom","Chile",6.859374,28.40305,26.22287,8.867199
"United Kingdom","Colombia",6.560198,28.40305,26.68311,8.553048
"United Kingdom","Costa Rica",7.185753,28.40305,24.80505,8.580889
"United Kingdom","Dominican Republic",4.896655,28.40305,25.48104,8.365309
"United Kingdom","Ecuador",5.438498,28.40305,25.38836,8.655047
"United Kingdom","El Salvador",2.884746,28.40305,24.40613,8.578536
"United Kingdom","Guatemala",3.952667,28.40305,25.23531,8.571357
"United Kingdom","Haiti",2.14829,28.40305,23.36568,8.381637
"United Kingdom","Honduras",3.888398,28.40305,24.1789,8.54764
"United Kingdom","Mexico",7.305676,28.40305,28.02359,8.580045
"United Kingdom","Nicaragua",3.069883,28.40305,23.41662,8.557136
"United Kingdom","Panama",4.468128,28.40305,24.60495,8.56068
"United Kingdom","Paraguay",3.41666,28.40305,24.12724,8.742507
"United Kingdom","Peru",5.6024,28.40305,26.26739,8.721701
"United Kingdom","Uruguay",5.046538,28.40305,24.51897,8.825961
"United Kingdom","Venezuela, RB",5.78966,28.40305,26.37677,8.459813
"United Kingdom","Antigua and Barbuda",2.338694,28.40305,20.92471,8.306132
"United Kingdom","Bahamas, The",2.482702,28.40305,23.07536,8.350126
"United Kingdom","Aruba",3.464772,28.40305,,8.439124
"United Kingdom","Barbados",3.494447,28.40305,,8.337738
"United Kingdom","Bermuda",2.55566,28.40305,,8.11963
"United Kingdom","Dominica",1.549159,28.40305,20.04025,8.323942
"United Kingdom","",3.522489,28.40305,,8.987022
"United Kingdom","Greenland",2.01095,28.40305,,7.41796
"United Kingdom","Grenada",1.357504,28.40305,21.1897,8.371025
"United Kingdom","",,28.40305,,8.314981
"United Kingdom","",,28.40305,,8.405746
"United Kingdom","Guyana",4.105108,28.40305,22.06566,8.440013
"United Kingdom","Belize",3.901337,28.40305,21.85498,8.541311
"United Kingdom","Jamaica",4.137914,28.40305,23.88885,8.436575
"United Kingdom","",,28.40305,,8.330975
"United Kingdom","",,28.40305,,8.431639
"United Kingdom","St. Kitts and Nevis",1.384057,28.40305,20.03685,8.311469
"United Kingdom","St. Lucia",2.662796,28.40305,21.42295,8.342765
"United Kingdom","",-3.473199,28.40305,,7.773874
"United Kingdom","St. Vincent and the Grenadines",2.310767,28.40305,20.44489,8.351841
"United Kingdom","Suriname",1.728315,28.40305,22.54653,8.429111
"United Kingdom","Trinidad and Tobago",5.019845,28.40305,24.29274,8.37974
"United Kingdom","Bahrain",5.193438,28.40305,24.1657,8.094343
"United Kingdom","Cyprus",5.804797,28.40305,23.6839,7.663496
"United Kingdom","Iran, Islamic Rep.",4.228875,28.40305,27.37002,8.027066
"United Kingdom","Iraq",5.490667,28.40305,25.81387,7.883684
"United Kingdom","Israel",7.619614,28.40305,26.10455,7.774632
"United Kingdom","Jordan",5.039288,28.40305,24.16978,7.804798
"United Kingdom","Kuwait",6.516314,28.40305,,7.973394
"United Kingdom","Lebanon",5.576858,28.40305,24.7594,7.738863
"United Kingdom","Oman",5.485397,28.40305,25.06968,8.242743
"United Kingdom","Qatar",7.56004,28.40305,25.71467,8.110764
"United Kingdom","Saudi Arabia",7.857214,28.40305,27.23021,8.044164
"United Kingdom","",,28.40305,,8.246561
"United Kingdom","Syrian Arab Republic",2.580145,28.40305,,7.748783
"United Kingdom","United Arab Emirates",8.769399,28.40305,,8.165924
"United Kingdom","Egypt, Arab Rep.",6.939027,28.40305,26.74781,7.811062
"United Kingdom","",,28.40305,,8.196446
"United Kingdom","Yemen, Rep.",4.031605,28.40305,24.62759,8.240473
"United Kingdom","West Bank and Gaza",1.237122,28.40305,,7.771031
"United Kingdom","Afghanistan",3.607989,28.40305,24.42056,8.160243
"United Kingdom","Bangladesh",6.976913,28.40305,26.25545,8.509685
"United Kingdom","Bhutan",-.1094044,28.40305,21.97196,8.474894
"United Kingdom","Brunei Darussalam",6.467227,28.40305,23.61612,8.854247
"United Kingdom","Myanmar",3.798717,28.40305,,8.590428
"United Kingdom","Cambodia",5.883888,28.40305,24.23562,8.724615
"United Kingdom","Sri Lanka",6.194359,28.40305,25.39614,8.619004
"United Kingdom","Hong Kong SAR, China",8.742622,28.40305,26.42338,8.690673
"United Kingdom","India",8.790953,28.40305,29.19285,8.446778
"United Kingdom","Indonesia",7.008685,28.40305,27.76908,8.956023
"United Kingdom","Timor-Leste",-1.735107,28.40305,21.294,9.011217
"United Kingdom","Korea, Rep.",8.437722,28.40305,27.98651,8.605415
"United Kingdom","Lao PDR",3.527212,28.40305,23.74945,8.677161
"United Kingdom","Macao SAR, China",4.145021,28.40305,24.55273,8.687978
"United Kingdom","Malaysia",7.761235,28.40305,26.69788,8.859262
"United Kingdom","Maldives",2.59575,28.40305,21.43171,8.598409
"United Kingdom","Nepal",2.510332,28.40305,24.34193,8.414886
"United Kingdom","Pakistan",6.643828,28.40305,26.87241,8.25622
"United Kingdom","Palau",-3.283026,28.40305,19.59527,8.920753
"United Kingdom","Philippines",5.977033,28.40305,26.66062,8.818542
"United Kingdom","Singapore",8.339844,28.40305,26.41376,8.819976
"United Kingdom","Thailand",7.911397,28.40305,27.096,8.673918
"United Kingdom","Vietnam",7.500576,28.40305,26.37459,8.702609
"United Kingdom","Djibouti",1.572551,28.40305,21.39376,8.247766
"United Kingdom","Algeria",8.002042,28.40305,26.19788,7.502037
"United Kingdom","Angola",6.495231,28.40305,25.04366,8.46461
"United Kingdom","Botswana",7.600456,28.40305,23.90258,8.606536
"United Kingdom","Burundi",.2303656,28.40305,22.20237,8.383174
"United Kingdom","Cameroon",4.626908,28.40305,24.39927,8.132539
"United Kingdom","Cabo Verde",2.111991,28.40305,21.4011,7.964132
"United Kingdom","Central African Republic",-.8517709,28.40305,21.3969,8.156753
"United Kingdom","Chad",2.033,28.40305,23.5282,7.979287
"United Kingdom","Comoros",-.8637561,28.40305,20.40388,8.576479
"United Kingdom","Congo, Rep.",5.157116,28.40305,23.07759,8.27324
"United Kingdom","Congo, Dem. Rep.",3.711473,28.40305,23.75973,8.301728
"United Kingdom","Benin",3.598336,28.40305,23.23461,8.032516
"United Kingdom","Equatorial Guinea",6.650433,28.40305,22.9738,8.20303
"United Kingdom","Eritrea",1.530067,28.40305,22.09982,8.153423
"United Kingdom","Ethiopia",4.194935,28.40305,25.11525,8.260336
"United Kingdom","Gabon",4.456263,28.40305,23.62413,8.262485
"United Kingdom","Gambia, The",2.87743,28.40305,21.60311,7.974808
"United Kingdom","Ghana",6.016979,28.40305,24.92969,8.062748
"United Kingdom","Guinea-Bissau",-.2012182,28.40305,21.03212,8.00103
"United Kingdom","Guinea",4.70043,28.40305,22.92382,8.00617
"United Kingdom","Cote d'Ivoire",5.131643,28.40305,24.15614,8.064128
"United Kingdom","Kenya",6.071882,28.40305,24.74567,8.36661
"United Kingdom","Lesotho",-.1568534,28.40305,21.9259,8.706534
"United Kingdom","Liberia",2.543536,28.40305,21.6418,8.102952
"United Kingdom","Libya",6.798618,28.40305,25.23629,7.708061
"United Kingdom","Madagascar",3.284857,28.40305,23.46092,8.677765
"United Kingdom","Malawi",3.294298,28.40305,23.1269,8.539868
"United Kingdom","Mali",1.864187,28.40305,23.38799,7.845905
"United Kingdom","Mauritania",3.637046,28.40305,22.72289,7.785172
"United Kingdom","Mauritius",5.29351,28.40305,23.4033,8.734582
"United Kingdom","Morocco",6.390249,28.40305,25.58554,7.329876
"United Kingdom","Mozambique",4.43581,28.40305,23.81007,8.602334
"United Kingdom","Niger",.9379925,28.40305,23.02222,7.892317
"United Kingdom","Nigeria",7.94365,28.40305,26.55469,8.034542
"United Kingdom","",,28.40305,,8.732265
"United Kingdom","Zimbabwe",3.874221,28.40305,22.20458,8.602889
"United Kingdom","Rwanda",2.027335,28.40305,23.33461,8.360759
"United Kingdom","Sao Tome and Principe",-1.503527,28.40305,19.58523,8.214112
"United Kingdom","Seychelles",4.042162,28.40305,21.72984,8.559539
"United Kingdom","Senegal",4.965641,28.40305,23.71566,7.950076
"United Kingdom","Sierra Leone",3.974341,28.40305,22.64185,8.065722
"United Kingdom","Somalia",1.859325,28.40305,,8.323169
"United Kingdom","Namibia",4.481976,28.40305,23.25377,8.587565
"United Kingdom","Sudan",4.317907,28.40305,25.06919,8.069263
"United Kingdom","Swaziland",2.056214,28.40305,22.31789,8.683155
"United Kingdom","Tanzania",4.784873,28.40305,24.82007,8.446596
"United Kingdom","Togo",4.147133,28.40305,22.455,8.064284
"United Kingdom","Tunisia",5.947373,28.40305,24.98805,7.299812
"United Kingdom","Uganda",3.696683,28.40305,24.51797,8.32697
"United Kingdom","Burkina Faso",2.136642,28.40305,23.64668,7.947679
"United Kingdom","Zambia",4.271267,28.40305,23.90454,8.541018
"United Kingdom","",,28.40305,,7.65589
"United Kingdom","Solomon Islands",1.591313,28.40305,20.8882,9.113303
"United Kingdom","Faeroe Islands",4.933,28.40305,,6.364869
"United Kingdom","Fiji",3.548401,28.40305,22.09642,9.203402
"United Kingdom","",5.588343,28.40305,,7.122774
"United Kingdom","Kiribati",-2.410821,28.40305,19.8197,9.057833
"United Kingdom","Guam",.0445792,28.40305,,8.905506
"United Kingdom","",-1.801929,28.40305,,9.068446
"United Kingdom","New Caledonia",2.037228,28.40305,,9.21869
"United Kingdom","Vanuatu",-.7304587,28.40305,21.14191,9.183179
"United Kingdom","Papua New Guinea",4.459709,28.40305,23.75095,9.06918
"United Kingdom","",2.28244,28.40305,,8.482676
"United Kingdom","",-4.582681,28.40305,,9.168893
"United Kingdom","American Samoa",-2.419264,28.40305,,9.170227
"United Kingdom","Samoa",-1.36904,28.40305,20.97189,9.167656
"United Kingdom","Tonga",-2.213563,28.40305,20.56982,9.214835
"United Kingdom","Tuvalu",,28.40305,17.24949,9.131947
"United Kingdom","French Polynesia",.6991902,28.40305,,9.095059
"United Kingdom","Armenia",2.818783,28.40305,23.61574,7.766247
"United Kingdom","Azerbaijan",6.562524,28.40305,25.14033,7.799249
"United Kingdom","Belarus",5.835744,28.40305,25.64629,7.109857
"United Kingdom","Albania",2.941919,28.40305,23.79271,7.209541
"United Kingdom","Georgia",3.781508,28.40305,24.03122,7.701684
"United Kingdom","Kazakhstan",6.089354,28.40305,26.13394,7.98668
"United Kingdom","Kyrgyz Republic",.6100131,28.40305,23.33165,8.164147
"United Kingdom","Bulgaria",6.184893,28.40305,25.07472,7.269466
"United Kingdom","Moldova",4.05427,28.40305,23.28243,7.265453
"United Kingdom","Russian Federation",9.009196,28.40305,28.45276,8.150989
"United Kingdom","Tajikistan",.3922895,28.40305,23.51781,8.146283
"United Kingdom","China",10.23608,28.40305,30.12271,8.498754
"United Kingdom","Turkmenistan",5.26882,28.40305,25.41346,7.995187
"United Kingdom","Ukraine",6.451221,28.40305,26.51741,7.303247
"United Kingdom","Uzbekistan",3.039009,28.40305,25.26991,8.03336
"United Kingdom","Cuba",4.144504,28.40305,,8.420453
"United Kingdom","",,28.40305,,6.682712
"United Kingdom","Czech Republic",8.405559,28.40305,26.19304,6.682712
"United Kingdom","Slovak Republic",7.488621,28.40305,25.43572,6.900117
"United Kingdom","",,28.40305,,6.464921
"United Kingdom","Estonia",6.001293,28.40305,23.92875,7.013182
"United Kingdom","Latvia",6.153769,28.40305,24.15716,6.973465
"United Kingdom","Hungary",7.840387,28.40305,25.83548,6.978723
"United Kingdom","Lithuania",6.807629,28.40305,24.75145,6.939195
"United Kingdom","Mongolia",2.844207,28.40305,23.48296,8.368413
"United Kingdom","",-.7526398,28.40305,,8.568915
"United Kingdom","Croatia",5.208719,28.40305,24.86675,6.895289
"United Kingdom","Slovenia",6.00421,28.40305,24.6121,6.83576
"United Kingdom","Macedonia, FYR",5.762485,28.40305,23.54905,7.22998
"United Kingdom","Bosnia and Herzegovina",3.18344,28.40305,24.02307,7.031453
"United Kingdom","Poland",8.945043,28.40305,27.26712,6.824458
"United Kingdom","Serbia",,28.40305,24.87298,7.123041
"United Kingdom","Kosovo",1.211244,28.40305,23.34484,7.175844
"United Kingdom","Romania",7.418094,28.40305,26.11985,7.176259
"United Kingdom","",,28.40305,,7.348956
"Austria","Belgium-Luxembourg",8.021584,26.51754,26.75993,6.185225
"Austria","Denmark",6.540699,26.51754,25.9677,6.420961
"Austria","France",8.590592,26.51754,28.36141,6.298877
"Austria","Germany",10.8814,26.51754,28.70177,5.767124
"Austria","Italy",9.170962,26.51754,28.1387,5.741246
"Austria","Netherlands",8.371414,26.51754,27.17295,6.194423
"Austria","Norway",6.252731,26.51754,26.23726,6.927922
"Austria","Sweden",7.294789,26.51754,26.57867,6.921756
"Austria","Switzerland",8.797462,26.51754,26.49484,5.526235
"Austria","Canada",6.513253,26.51754,27.92483,8.294213
"Austria","Japan",6.953007,26.51754,29.05393,8.654016
"Austria","Finland",6.305663,26.51754,25.89052,7.127535
"Austria","Greece",5.801173,26.51754,26.13842,6.580282
"Austria","Iceland",2.716137,26.51754,23.24902,7.426515
"Austria","Ireland",6.623973,26.51754,25.85234,6.923516
"Austria","Malta",3.252658,26.51754,22.97927,6.67971
"Austria","Portugal",5.701357,26.51754,26.03465,7.083978
"Austria","Spain",7.633466,26.51754,27.8508,6.90674
"Austria","Turkey",7.185173,26.51754,27.56732,7.112253
"Austria","",,26.51754,,6.075546
"Austria","Australia",5.996177,26.51754,27.59781,9.095857
"Austria","New Zealand",4.195495,26.51754,25.56404,9.338888
"Austria","South Africa",5.918039,26.51754,26.72678,8.577087
"Austria","Argentina",4.667758,26.51754,,8.904471
"Austria","Bolivia",2.999552,26.51754,24.51305,8.786024
"Austria","Brazil",6.387894,26.51754,28.22175,8.655124
"Austria","Chile",5.012644,26.51754,26.22287,8.916618
"Austria","Colombia",4.305639,26.51754,26.68311,8.663709
"Austria","Costa Rica",2.859402,26.51754,24.80505,8.706484
"Austria","Dominican Republic",1.520255,26.51754,25.48104,8.51298
"Austria","Ecuador",2.58561,26.51754,25.38836,8.756277
